timestep,HydroDispatch2,HydroDispatch1_inflow,HydroDispatch3_inflow,SolarBusC,WindBusA,4_Demand,2_Demand,3_Demand
4935,0.764,0.764,0.764,0.183,0.003,0.852,1.0,0.959
4936,0.774,0.774,0.774,0.678,0.005,0.859,0.932,0.972
4937,0.754,0.754,0.754,0.616,0.002,0.832,0.873,0.967
4938,0.774,0.774,0.774,0.395,0.006,0.786,0.834,0.946
4939,0.764,0.764,0.764,0.0,0.032,0.749,0.813,0.912
4940,0.312,0.312,0.312,0.0,0.067,0.724,0.799,0.892
4941,0.246,0.246,0.246,0.0,0.035,0.7,0.769,0.847
4942,0.246,0.246,0.246,0.0,0.001,0.646,0.717,0.795
4943,0.246,0.246,0.246,0.0,0.013,0.584,0.663,0.733
4944,0.254,0.254,0.254,0.0,0.06,0.529,0.625,0.681
4945,0.246,0.246,0.246,0.0,0.102,0.49,0.602,0.65
4946,0.254,0.254,0.254,0.0,0.183,0.46,0.583,0.619
4947,0.254,0.254,0.254,0.0,0.26,0.439,0.567,0.592
4948,0.246,0.246,0.246,0.0,0.141,0.431,0.556,0.579
4949,0.254,0.254,0.254,0.0,0.374,0.432,0.547,0.57
4950,0.49,0.49,0.49,0.36,0.249,0.432,0.551,0.564
4951,0.518,0.518,0.518,0.576,0.284,0.466,0.602,0.6
4952,0.51,0.51,0.51,0.687,0.194,0.533,0.674,0.657
4953,0.774,0.774,0.774,0.702,0.093,0.601,0.739,0.707
4954,0.774,0.774,0.774,0.722,0.053,0.663,0.8,0.713
4955,0.784,0.784,0.784,0.786,0.033,0.732,0.846,0.72
4956,0.754,0.754,0.754,0.808,0.022,0.785,0.874,0.732
4957,0.736,0.736,0.736,0.768,0.013,0.817,0.89,0.757
4958,0.754,0.754,0.754,0.435,0.005,0.832,0.908,0.778
4959,0.736,0.736,0.736,0.252,0.013,0.84,0.915,0.796
4960,0.642,0.642,0.642,0.744,0.003,0.836,0.917,0.828
4961,0.528,0.528,0.528,0.574,0.009,0.811,0.909,0.843
4962,0.518,0.518,0.518,0.349,0.0,0.784,0.872,0.827
4963,0.528,0.528,0.528,0.0,0.0,0.776,0.836,0.807
4964,0.416,0.416,0.416,0.0,0.0,0.763,0.813,0.812
4965,0.416,0.416,0.416,0.0,0.003,0.731,0.77,0.785
4966,0.51,0.51,0.51,0.0,0.018,0.673,0.724,0.742
4967,0.51,0.51,0.51,0.0,0.002,0.63,0.681,0.697
4968,0.51,0.51,0.51,0.0,0.02,0.582,0.644,0.654
4969,0.51,0.51,0.51,0.0,0.358,0.544,0.61,0.616
4970,0.51,0.51,0.51,0.0,0.204,0.512,0.583,0.585
4971,0.518,0.518,0.518,0.0,0.146,0.488,0.567,0.561
4972,0.51,0.51,0.51,0.0,0.17,0.469,0.558,0.547
4973,0.548,0.548,0.548,0.0,0.243,0.461,0.55,0.535
4974,0.774,0.774,0.774,0.329,0.137,0.446,0.546,0.518
4975,0.774,0.774,0.774,0.539,0.081,0.463,0.582,0.539
4976,0.784,0.784,0.784,0.645,0.082,0.51,0.643,0.605
4977,0.764,0.764,0.764,0.656,0.029,0.564,0.701,0.682
4978,0.774,0.774,0.774,0.726,0.032,0.61,0.759,0.742
4979,0.774,0.774,0.774,0.667,0.059,0.638,0.809,0.8
4980,0.764,0.764,0.764,0.605,0.02,0.648,0.849,0.849
4981,0.764,0.764,0.764,0.594,0.014,0.679,0.876,0.891
4982,0.754,0.754,0.754,0.7,0.012,0.707,0.893,0.929
4983,0.754,0.754,0.754,0.563,0.004,0.727,0.91,0.956
4984,0.764,0.764,0.764,0.479,0.005,0.755,0.922,0.966
4985,0.746,0.746,0.746,0.11,0.006,0.757,0.917,0.962
4986,0.764,0.764,0.764,0.002,0.0,0.734,0.891,0.939
4987,0.764,0.764,0.764,0.0,0.0,0.708,0.868,0.906
4988,0.774,0.774,0.774,0.0,0.0,0.711,0.849,0.892
4989,0.482,0.482,0.482,0.0,0.001,0.692,0.803,0.849
4990,0.254,0.254,0.254,0.0,0.009,0.64,0.731,0.793
4991,0.254,0.254,0.254,0.0,0.008,0.576,0.658,0.734
4992,0.254,0.254,0.254,0.0,0.367,0.525,0.612,0.691
4993,0.556,0.556,0.556,0.0,0.432,0.492,0.582,0.654
4994,0.774,0.774,0.774,0.0,0.385,0.471,0.56,0.63
4995,0.764,0.764,0.764,0.0,0.32,0.461,0.544,0.613
4996,0.784,0.784,0.784,0.0,0.302,0.461,0.539,0.609
4997,0.784,0.784,0.784,0.0,0.139,0.476,0.548,0.599
4998,0.764,0.764,0.764,0.223,0.038,0.502,0.564,0.577
4999,0.754,0.754,0.754,0.32,0.02,0.556,0.606,0.623
5000,0.746,0.746,0.746,0.32,0.001,0.617,0.66,0.688
5001,0.754,0.754,0.754,0.369,0.0,0.686,0.715,0.753
5002,0.754,0.754,0.754,0.625,0.0,0.752,0.772,0.809
5003,0.754,0.754,0.754,0.333,0.0,0.801,0.827,0.862
5004,0.746,0.746,0.746,0.689,0.0,0.836,0.88,0.912
5005,0.774,0.774,0.774,0.728,0.0,0.857,0.923,0.952
5006,0.754,0.754,0.754,0.689,0.0,0.876,0.954,0.982
5007,0.754,0.754,0.754,0.698,0.0,0.895,0.964,0.969
5008,0.764,0.764,0.764,0.695,0.001,0.903,0.962,0.941
5009,0.764,0.764,0.764,0.583,0.013,0.891,0.945,0.913
5010,0.754,0.754,0.754,0.349,0.026,0.846,0.907,0.884
5011,0.746,0.746,0.746,0.0,0.045,0.809,0.875,0.858
5012,0.51,0.51,0.51,0.0,0.032,0.804,0.857,0.859
5013,0.33,0.33,0.33,0.0,0.243,0.773,0.817,0.837
5014,0.254,0.254,0.254,0.0,0.5,0.703,0.739,0.784
5015,0.254,0.254,0.254,0.0,0.637,0.628,0.682,0.724
5016,0.246,0.246,0.246,0.0,0.451,0.569,0.64,0.672
5017,0.51,0.51,0.51,0.0,0.419,0.53,0.607,0.634
5018,0.774,0.774,0.774,0.0,0.38,0.501,0.583,0.611
5019,0.774,0.774,0.774,0.0,0.315,0.487,0.568,0.592
5020,0.764,0.764,0.764,0.0,0.146,0.485,0.568,0.582
5021,0.792,0.792,0.792,0.0,0.069,0.499,0.579,0.579
5022,0.774,0.774,0.774,0.347,0.059,0.519,0.601,0.567
5023,0.764,0.764,0.764,0.563,0.02,0.566,0.636,0.611
5024,0.784,0.784,0.784,0.649,0.006,0.628,0.667,0.675
5025,0.754,0.754,0.754,0.698,0.002,0.693,0.703,0.738
5026,0.754,0.754,0.754,0.713,0.0,0.751,0.748,0.793
5027,0.736,0.736,0.736,0.74,0.0,0.767,0.78,0.848
5028,0.736,0.736,0.736,0.629,0.0,0.869,0.817,0.898
5029,0.754,0.754,0.754,0.128,0.0,0.862,0.857,0.936
5030,0.736,0.736,0.736,0.033,0.0,0.871,0.893,0.958
5031,0.736,0.736,0.736,0.013,0.0,0.875,0.916,0.937
5032,0.51,0.51,0.51,0.7,0.0,0.863,0.922,0.893
5033,0.284,0.284,0.284,0.625,0.0,0.832,0.904,0.863
5034,0.264,0.264,0.264,0.384,0.005,0.779,0.86,0.844
5035,0.264,0.264,0.264,0.0,0.013,0.733,0.833,0.829
5036,0.264,0.264,0.264,0.0,0.076,0.711,0.79,0.829
5037,0.264,0.264,0.264,0.0,0.455,0.678,0.726,0.797
5038,0.246,0.246,0.246,0.0,0.612,0.614,0.653,0.755
5039,0.236,0.236,0.236,0.0,0.633,0.55,0.581,0.706
5040,0.254,0.254,0.254,0.0,0.52,0.499,0.531,0.663
5041,0.518,0.518,0.518,0.0,0.365,0.472,0.505,0.635
5042,0.518,0.518,0.518,0.0,0.159,0.449,0.487,0.608
5043,0.51,0.51,0.51,0.0,0.025,0.443,0.478,0.596
5044,0.528,0.528,0.528,0.0,0.001,0.442,0.483,0.598
5045,0.774,0.774,0.774,0.0,0.005,0.46,0.499,0.598
5046,0.774,0.774,0.774,0.355,0.02,0.483,0.517,0.592
5047,0.764,0.764,0.764,0.589,0.032,0.527,0.556,0.626
5048,0.784,0.784,0.784,0.722,0.064,0.578,0.593,0.672
5049,0.764,0.764,0.764,0.781,0.025,0.632,0.628,0.726
5050,0.746,0.746,0.746,0.735,0.027,0.687,0.668,0.772
5051,0.754,0.754,0.754,0.724,0.02,0.744,0.706,0.824
5052,0.754,0.754,0.754,0.777,0.003,0.804,0.739,0.872
5053,0.764,0.764,0.764,0.779,0.018,0.847,0.769,0.91
5054,0.774,0.774,0.774,0.753,0.037,0.874,0.793,0.938
5055,0.754,0.754,0.754,0.762,0.0,0.886,0.808,0.956
5056,0.716,0.716,0.716,0.247,0.0,0.878,0.81,0.94
5057,0.49,0.49,0.49,0.256,0.0,0.882,0.792,0.909
5058,0.254,0.254,0.254,0.159,0.0,0.773,0.76,0.874
5059,0.254,0.254,0.254,0.0,0.0,0.737,0.742,0.849
5060,0.254,0.254,0.254,0.0,0.0,0.72,0.737,0.851
5061,0.254,0.254,0.254,0.0,0.007,0.694,0.71,0.822
5062,0.104,0.104,0.104,0.0,0.001,0.638,0.659,0.779
5063,0.104,0.104,0.104,0.0,0.015,0.575,0.613,0.728
5064,0.084,0.084,0.084,0.0,0.025,0.518,0.573,0.68
5065,0.084,0.084,0.084,0.0,0.053,0.485,0.547,0.643
5066,0.254,0.254,0.254,0.0,0.037,0.46,0.527,0.616
5067,0.264,0.264,0.264,0.0,0.01,0.451,0.517,0.596
5068,0.302,0.302,0.302,0.0,0.013,0.448,0.518,0.589
5069,0.518,0.518,0.518,0.0,0.015,0.467,0.529,0.585
5070,0.51,0.51,0.51,0.349,0.013,0.494,0.547,0.584
5071,0.528,0.528,0.528,0.6,0.001,0.543,0.562,0.618
5072,0.528,0.528,0.528,0.735,0.003,0.609,0.577,0.673
5073,0.764,0.764,0.764,0.795,0.001,0.67,0.584,0.729
5074,0.784,0.784,0.784,0.801,0.0,0.717,0.617,0.769
5075,0.764,0.764,0.764,0.808,0.0,0.756,0.659,0.812
5076,0.764,0.764,0.764,0.605,0.0,0.785,0.7,0.852
5077,0.764,0.764,0.764,0.06,0.0,0.815,0.735,0.882
5078,0.774,0.774,0.774,0.163,0.0,0.831,0.767,0.915
5079,0.754,0.754,0.754,0.095,0.0,0.839,0.786,0.932
5080,0.754,0.754,0.754,0.759,0.001,0.833,0.789,0.936
5081,0.764,0.764,0.764,0.631,0.017,0.808,0.772,0.938
5082,0.754,0.754,0.754,0.389,0.007,0.757,0.741,0.913
5083,0.51,0.51,0.51,0.0,0.034,0.712,0.712,0.883
5084,0.5,0.5,0.5,0.0,0.01,0.704,0.701,0.881
5085,0.35,0.35,0.35,0.0,0.007,0.672,0.676,0.844
5086,0.254,0.254,0.254,0.0,0.256,0.604,0.627,0.792
5087,0.254,0.254,0.254,0.0,0.274,0.545,0.575,0.732
5088,0.254,0.254,0.254,0.0,0.095,0.494,0.541,0.681
5089,0.254,0.254,0.254,0.0,0.127,0.463,0.517,0.645
5090,0.264,0.264,0.264,0.0,0.305,0.447,0.5,0.615
5091,0.482,0.482,0.482,0.0,0.38,0.436,0.491,0.596
5092,0.774,0.774,0.774,0.0,0.38,0.437,0.495,0.587
5093,0.784,0.784,0.784,0.0,0.35,0.452,0.506,0.581
5094,0.764,0.764,0.764,0.322,0.393,0.476,0.525,0.577
5095,0.764,0.764,0.764,0.576,0.295,0.523,0.559,0.616
5096,0.774,0.774,0.774,0.72,0.572,0.577,0.589,0.678
5097,0.764,0.764,0.764,0.786,0.56,0.63,0.619,0.737
5098,0.764,0.764,0.764,0.768,0.457,0.686,0.664,0.782
5099,0.764,0.764,0.764,0.821,0.477,0.723,0.695,0.824
5100,0.764,0.764,0.764,0.823,0.372,0.746,0.726,0.867
5101,0.754,0.754,0.754,0.821,0.297,0.766,0.75,0.902
5102,0.764,0.764,0.764,0.806,0.281,0.78,0.774,0.937
5103,0.746,0.746,0.746,0.797,0.247,0.779,0.77,0.963
5104,0.482,0.482,0.482,0.715,0.228,0.77,0.752,0.97
5105,0.264,0.264,0.264,0.627,0.25,0.748,0.726,0.958
5106,0.254,0.254,0.254,0.382,0.348,0.7,0.695,0.932
5107,0.132,0.132,0.132,0.0,0.419,0.655,0.683,0.907
5108,0.084,0.084,0.084,0.0,0.43,0.652,0.677,0.897
5109,0.246,0.246,0.246,0.0,0.814,0.627,0.655,0.843
5110,0.254,0.254,0.254,0.0,0.934,0.58,0.615,0.78
5111,0.264,0.264,0.264,0.0,0.781,0.531,0.574,0.715
5112,0.254,0.254,0.254,0.0,0.471,0.49,0.543,0.657
5113,0.264,0.264,0.264,0.0,0.384,0.535,0.536,0.604
5114,0.264,0.264,0.264,0.0,0.291,0.515,0.519,0.569
5115,0.264,0.264,0.264,0.0,0.404,0.501,0.507,0.544
5116,0.264,0.264,0.264,0.0,0.423,0.498,0.504,0.527
5117,0.264,0.264,0.264,0.0,0.45,0.503,0.504,0.518
5118,0.264,0.264,0.264,0.32,0.508,0.508,0.501,0.505
5119,0.264,0.264,0.264,0.552,0.419,0.527,0.523,0.524
5120,0.518,0.518,0.518,0.618,0.276,0.565,0.554,0.571
5121,0.784,0.784,0.784,0.647,0.144,0.609,0.592,0.627
5122,0.774,0.774,0.774,0.746,0.084,0.648,0.63,0.665
5123,0.774,0.774,0.774,0.784,0.055,0.676,0.651,0.719
5124,0.784,0.784,0.784,0.808,0.059,0.699,0.67,0.771
5125,0.774,0.774,0.774,0.806,0.077,0.704,0.691,0.816
5126,0.774,0.774,0.774,0.768,0.095,0.713,0.725,0.866
5127,0.784,0.784,0.784,0.768,0.121,0.708,0.754,0.902
5128,0.774,0.774,0.774,0.792,0.061,0.691,0.769,0.918
5129,0.774,0.774,0.774,0.66,0.049,0.666,0.765,0.917
5130,0.784,0.784,0.784,0.395,0.036,0.635,0.74,0.89
5131,0.716,0.716,0.716,0.0,0.011,0.621,0.716,0.859
5132,0.462,0.462,0.462,0.0,0.0,0.634,0.709,0.854
5133,0.32,0.32,0.32,0.0,0.061,0.622,0.679,0.814
5134,0.264,0.264,0.264,0.0,0.68,0.588,0.633,0.768
5135,0.16,0.16,0.16,0.0,0.601,0.552,0.592,0.713
5136,0.254,0.254,0.254,0.0,0.432,0.516,0.549,0.655
5137,0.254,0.254,0.254,0.0,0.401,0.493,0.518,0.614
5138,0.264,0.264,0.264,0.0,0.093,0.479,0.499,0.585
5139,0.254,0.254,0.254,0.0,0.154,0.469,0.487,0.562
5140,0.274,0.274,0.274,0.0,0.363,0.464,0.479,0.544
5141,0.528,0.528,0.528,0.0,0.432,0.464,0.476,0.533
5142,0.774,0.774,0.774,0.309,0.385,0.463,0.469,0.517
5143,0.774,0.774,0.774,0.609,0.238,0.47,0.484,0.547
5144,0.774,0.774,0.774,0.733,0.083,0.488,0.51,0.601
5145,0.764,0.764,0.764,0.837,0.0,0.515,0.541,0.662
5146,0.784,0.784,0.784,0.87,0.0,0.55,0.57,0.712
5147,0.774,0.774,0.774,0.863,0.0,0.582,0.593,0.763
5148,0.784,0.784,0.784,0.852,0.03,0.608,0.615,0.809
5149,0.774,0.774,0.774,0.854,0.056,0.627,0.633,0.841
5150,0.774,0.774,0.774,0.85,0.088,0.638,0.659,0.876
5151,0.784,0.784,0.784,0.826,0.055,0.64,0.685,0.902
5152,0.746,0.746,0.746,0.79,0.0,0.638,0.705,0.911
5153,0.764,0.764,0.764,0.667,0.0,0.626,0.707,0.898
5154,0.754,0.754,0.754,0.395,0.0,0.609,0.691,0.866
5155,0.754,0.754,0.754,0.0,0.0,0.601,0.679,0.822
5156,0.746,0.746,0.746,0.0,0.0,0.625,0.677,0.81
5157,0.35,0.35,0.35,0.0,0.0,0.618,0.647,0.769
5158,0.254,0.254,0.254,0.0,0.212,0.578,0.602,0.719
5159,0.254,0.254,0.254,0.0,0.373,0.532,0.557,0.66
5160,0.264,0.264,0.264,0.0,0.353,0.497,0.527,0.61
5161,0.462,0.462,0.462,0.0,0.171,0.478,0.508,0.576
5162,0.518,0.518,0.518,0.0,0.141,0.467,0.494,0.551
5163,0.792,0.792,0.792,0.0,0.15,0.465,0.488,0.534
5164,0.764,0.764,0.764,0.0,0.173,0.469,0.492,0.527
5165,0.784,0.784,0.784,0.0,0.143,0.49,0.507,0.524
5166,0.764,0.764,0.764,0.305,0.102,0.518,0.521,0.522
5167,0.764,0.764,0.764,0.623,0.082,0.554,0.543,0.557
5168,0.764,0.764,0.764,0.777,0.086,0.6,0.572,0.607
5169,0.764,0.764,0.764,0.837,0.011,0.637,0.606,0.655
5170,0.754,0.754,0.754,0.845,0.013,0.667,0.646,0.696
5171,0.754,0.754,0.754,0.857,0.009,0.696,0.687,0.739
5172,0.764,0.764,0.764,0.854,0.01,0.717,0.722,0.785
5173,0.754,0.754,0.754,0.845,0.004,0.736,0.756,0.819
5174,0.764,0.764,0.764,0.841,0.016,0.759,0.781,0.85
5175,0.774,0.774,0.774,0.837,0.01,0.771,0.805,0.879
5176,0.754,0.754,0.754,0.744,0.005,0.767,0.813,0.884
5177,0.754,0.754,0.754,0.66,0.003,0.741,0.805,0.867
5178,0.764,0.764,0.764,0.393,0.011,0.681,0.769,0.834
5179,0.754,0.754,0.754,0.0,0.02,0.647,0.744,0.8
5180,0.754,0.754,0.754,0.0,0.026,0.658,0.736,0.79
5181,0.754,0.754,0.754,0.0,0.0,0.634,0.701,0.741
5182,0.764,0.764,0.764,0.0,0.0,0.583,0.638,0.684
5183,0.576,0.576,0.576,0.0,0.0,0.532,0.583,0.627
5184,0.51,0.51,0.51,0.0,0.0,0.494,0.549,0.577
5185,0.5,0.5,0.5,0.0,0.006,0.474,0.529,0.544
5186,0.51,0.51,0.51,0.0,0.023,0.463,0.513,0.517
5187,0.736,0.736,0.736,0.0,0.082,0.459,0.502,0.501
5188,0.746,0.746,0.746,0.0,0.082,0.464,0.499,0.496
5189,0.754,0.754,0.754,0.0,0.048,0.485,0.506,0.494
5190,0.754,0.754,0.754,0.344,0.082,0.513,0.52,0.492
5191,0.774,0.774,0.774,0.614,0.023,0.552,0.553,0.523
5192,0.774,0.774,0.774,0.764,0.018,0.597,0.59,0.566
5193,0.774,0.774,0.774,0.83,0.015,0.638,0.623,0.608
5194,0.784,0.784,0.784,0.832,0.054,0.681,0.662,0.638
5195,0.754,0.754,0.754,0.85,0.049,0.715,0.7,0.671
5196,0.764,0.764,0.764,0.819,0.02,0.74,0.739,0.709
5197,0.754,0.754,0.754,0.808,0.037,0.767,0.768,0.735
5198,0.754,0.754,0.754,0.821,0.068,0.793,0.797,0.768
5199,0.754,0.754,0.754,0.817,0.078,0.8,0.813,0.795
5200,0.764,0.764,0.764,0.773,0.04,0.798,0.813,0.807
5201,0.764,0.764,0.764,0.656,0.012,0.767,0.798,0.798
5202,0.754,0.754,0.754,0.382,0.076,0.705,0.762,0.768
5203,0.754,0.754,0.754,0.0,0.049,0.666,0.731,0.734
5204,0.736,0.736,0.736,0.0,0.015,0.672,0.721,0.722
5205,0.51,0.51,0.51,0.0,0.118,0.647,0.681,0.675
5206,0.254,0.254,0.254,0.0,0.435,0.588,0.622,0.616
5207,0.254,0.254,0.254,0.0,0.131,0.538,0.566,0.562
5208,0.246,0.246,0.246,0.0,0.141,0.496,0.532,0.519
5209,0.246,0.246,0.246,0.0,0.177,0.476,0.513,0.487
5210,0.254,0.254,0.254,0.0,0.215,0.464,0.498,0.467
5211,0.254,0.254,0.254,0.0,0.233,0.458,0.489,0.452
5212,0.254,0.254,0.254,0.0,0.084,0.463,0.49,0.451
5213,0.518,0.518,0.518,0.0,0.023,0.482,0.499,0.452
5214,0.518,0.518,0.518,0.344,0.004,0.509,0.518,0.454
5215,0.754,0.754,0.754,0.609,0.005,0.547,0.54,0.489
5216,0.764,0.764,0.764,0.709,0.022,0.595,0.575,0.537
5217,0.764,0.764,0.764,0.801,0.0,0.651,0.612,0.574
5218,0.764,0.764,0.764,0.799,0.0,0.696,0.655,0.619
5219,0.784,0.784,0.784,0.755,0.0,0.739,0.697,0.678
5220,0.754,0.754,0.754,0.762,0.0,0.793,0.743,0.721
5221,0.764,0.764,0.764,0.812,0.0,0.824,0.784,0.758
5222,0.764,0.764,0.764,0.839,0.0,0.858,0.818,0.799
5223,0.65,0.65,0.65,0.826,0.0,0.875,0.84,0.832
5224,0.5,0.5,0.5,0.764,0.0,0.873,0.849,0.848
5225,0.246,0.246,0.246,0.634,0.026,0.833,0.836,0.841
5226,0.208,0.208,0.208,0.371,0.0,0.762,0.798,0.813
5227,0.208,0.208,0.208,0.0,0.001,0.703,0.757,0.782
5228,0.246,0.246,0.246,0.0,0.004,0.694,0.734,0.777
5229,0.132,0.132,0.132,0.0,0.0,0.664,0.691,0.733
5230,0.254,0.254,0.254,0.0,0.0,0.6,0.622,0.677
5231,0.246,0.246,0.246,0.0,0.0,0.545,0.566,0.617
5232,0.254,0.254,0.254,0.0,0.0,0.503,0.531,0.57
5233,0.254,0.254,0.254,0.0,0.0,0.48,0.509,0.537
5234,0.246,0.246,0.246,0.0,0.041,0.465,0.495,0.513
5235,0.254,0.254,0.254,0.0,0.051,0.46,0.487,0.498
5236,0.254,0.254,0.254,0.0,0.002,0.466,0.488,0.491
5237,0.254,0.254,0.254,0.0,0.11,0.482,0.498,0.493
5238,0.246,0.246,0.246,0.333,0.163,0.507,0.514,0.49
5239,0.274,0.274,0.274,0.592,0.204,0.546,0.554,0.529
5240,0.528,0.528,0.528,0.722,0.227,0.59,0.594,0.583
5241,0.708,0.708,0.708,0.74,0.076,0.626,0.635,0.647
5242,0.774,0.774,0.774,0.742,0.076,0.655,0.683,0.689
5243,0.726,0.726,0.726,0.768,0.052,0.665,0.73,0.731
5244,0.736,0.736,0.736,0.817,0.041,0.672,0.776,0.77
5245,0.716,0.716,0.716,0.788,0.023,0.684,0.817,0.77
5246,0.754,0.754,0.754,0.81,0.045,0.702,0.85,0.798
5247,0.746,0.746,0.746,0.779,0.046,0.72,0.864,0.83
5248,0.764,0.764,0.764,0.768,0.051,0.722,0.859,0.843
5249,0.754,0.754,0.754,0.64,0.054,0.702,0.827,0.826
5250,0.754,0.754,0.754,0.366,0.0,0.654,0.773,0.788
5251,0.746,0.746,0.746,0.0,0.011,0.618,0.738,0.76
5252,0.518,0.518,0.518,0.0,0.007,0.642,0.72,0.75
5253,0.264,0.264,0.264,0.0,0.0,0.617,0.689,0.7
5254,0.254,0.254,0.254,0.0,0.002,0.575,0.631,0.646
5255,0.254,0.254,0.254,0.0,0.004,0.529,0.578,0.59
5256,0.254,0.254,0.254,0.0,0.0,0.493,0.546,0.546
5257,0.5,0.5,0.5,0.0,0.183,0.473,0.526,0.51
5258,0.254,0.254,0.254,0.0,0.17,0.462,0.511,0.487
5259,0.254,0.254,0.254,0.0,0.144,0.457,0.505,0.47
5260,0.264,0.264,0.264,0.0,0.167,0.462,0.506,0.468
5261,0.51,0.51,0.51,0.0,0.153,0.481,0.521,0.469
5262,0.774,0.774,0.774,0.327,0.096,0.509,0.533,0.466
5263,0.746,0.746,0.746,0.605,0.042,0.544,0.553,0.494
5264,0.518,0.518,0.518,0.728,0.001,0.582,0.579,0.531
5265,0.518,0.518,0.518,0.797,0.0,0.617,0.601,0.564
5266,0.518,0.518,0.518,0.817,0.022,0.642,0.617,0.581
5267,0.518,0.518,0.518,0.837,0.039,0.673,0.632,0.603
5268,0.51,0.51,0.51,0.812,0.007,0.694,0.653,0.626
5269,0.528,0.528,0.528,0.823,0.0,0.713,0.68,0.65
5270,0.49,0.49,0.49,0.832,0.003,0.736,0.712,0.682
5271,0.556,0.556,0.556,0.801,0.001,0.742,0.736,0.713
5272,0.716,0.716,0.716,0.777,0.0,0.736,0.75,0.731
5273,0.51,0.51,0.51,0.651,0.0,0.701,0.745,0.731
5274,0.312,0.312,0.312,0.371,0.0,0.652,0.716,0.712
5275,0.264,0.264,0.264,0.0,0.0,0.613,0.682,0.686
5276,0.246,0.246,0.246,0.0,0.005,0.616,0.667,0.685
5277,0.236,0.236,0.236,0.0,0.023,0.593,0.639,0.648
5278,0.094,0.094,0.094,0.0,0.037,0.552,0.592,0.609
5279,0.094,0.094,0.094,0.0,0.405,0.513,0.548,0.563
5280,0.094,0.094,0.094,0.0,0.239,0.48,0.517,0.522
5281,0.254,0.254,0.254,0.0,0.23,0.459,0.495,0.493
5282,0.264,0.264,0.264,0.0,0.238,0.446,0.478,0.471
5283,0.254,0.254,0.254,0.0,0.285,0.436,0.468,0.455
5284,0.254,0.254,0.254,0.0,0.281,0.435,0.462,0.446
5285,0.264,0.264,0.264,0.0,0.349,0.437,0.459,0.441
5286,0.254,0.254,0.254,0.333,0.396,0.436,0.461,0.429
5287,0.274,0.274,0.274,0.583,0.444,0.451,0.49,0.459
5288,0.51,0.51,0.51,0.702,0.268,0.483,0.532,0.51
5289,0.528,0.528,0.528,0.792,0.051,0.522,0.581,0.565
5290,0.528,0.528,0.528,0.808,0.047,0.553,0.628,0.605
5291,0.528,0.528,0.528,0.834,0.024,0.582,0.672,0.644
5292,0.528,0.528,0.528,0.841,0.022,0.599,0.712,0.683
5293,0.518,0.518,0.518,0.841,0.024,0.634,0.746,0.71
5294,0.518,0.518,0.518,0.839,0.011,0.621,0.776,0.743
5295,0.528,0.528,0.528,0.817,0.002,0.63,0.799,0.768
5296,0.51,0.51,0.51,0.775,0.004,0.629,0.808,0.78
5297,0.518,0.518,0.518,0.634,0.055,0.614,0.803,0.779
5298,0.528,0.528,0.528,0.355,0.005,0.592,0.765,0.753
5299,0.518,0.518,0.518,0.0,0.003,0.572,0.723,0.72
5300,0.51,0.51,0.51,0.0,0.057,0.585,0.699,0.707
5301,0.518,0.518,0.518,0.0,0.036,0.566,0.647,0.67
5302,0.5,0.5,0.5,0.0,0.084,0.531,0.598,0.625
5303,0.51,0.51,0.51,0.0,0.065,0.497,0.549,0.576
5304,0.254,0.254,0.254,0.0,0.078,0.466,0.516,0.529
5305,0.254,0.254,0.254,0.0,0.073,0.445,0.492,0.496
5306,0.264,0.264,0.264,0.0,0.053,0.433,0.474,0.472
5307,0.254,0.254,0.254,0.0,0.081,0.426,0.465,0.453
5308,0.264,0.264,0.264,0.0,0.162,0.425,0.457,0.44
5309,0.264,0.264,0.264,0.0,0.242,0.423,0.452,0.433
5310,0.264,0.264,0.264,0.325,0.279,0.419,0.451,0.419
5311,0.5,0.5,0.5,0.572,0.277,0.425,0.476,0.443
5312,0.518,0.518,0.518,0.684,0.194,0.447,0.52,0.487
5313,0.51,0.51,0.51,0.768,0.098,0.472,0.571,0.544
5314,0.518,0.518,0.518,0.845,0.041,0.496,0.624,0.594
5315,0.548,0.548,0.548,0.863,0.029,0.518,0.681,0.65
5316,0.51,0.51,0.51,0.863,0.022,0.536,0.737,0.702
5317,0.51,0.51,0.51,0.854,0.012,0.549,0.788,0.744
5318,0.754,0.754,0.754,0.845,0.008,0.563,0.83,0.785
5319,0.736,0.736,0.736,0.801,0.03,0.577,0.866,0.818
5320,0.754,0.754,0.754,0.77,0.024,0.583,0.886,0.835
5321,0.784,0.784,0.784,0.638,0.011,0.577,0.885,0.833
5322,0.764,0.764,0.764,0.355,0.002,0.557,0.849,0.804
5323,0.784,0.784,0.784,0.0,0.0,0.542,0.807,0.768
5324,0.538,0.538,0.538,0.0,0.0,0.562,0.776,0.751
5325,0.482,0.482,0.482,0.0,0.0,0.553,0.717,0.709
5326,0.264,0.264,0.264,0.0,0.002,0.519,0.649,0.65
5327,0.254,0.254,0.254,0.0,0.001,0.483,0.588,0.593
5328,0.246,0.246,0.246,0.0,0.0,0.457,0.552,0.544
5329,0.264,0.264,0.264,0.0,0.0,0.441,0.527,0.507
5330,0.254,0.254,0.254,0.0,0.001,0.434,0.51,0.482
5331,0.254,0.254,0.254,0.0,0.015,0.434,0.501,0.465
5332,0.284,0.284,0.284,0.0,0.037,0.44,0.504,0.463
