timestep,Hydro 01_inflow,Hydro 02_inflow,Hydro 03_inflow,Hydro 04_inflow,Hydro 05_inflow,Hydro 06_inflow,Hydro 07_inflow,Hydro 08_inflow,Hydro 09_inflow,Hydro 10_inflow,Hydro 11_inflow,Hydro 12_inflow,Hydro 13_inflow,Hydro 14_inflow,Hydro 15_inflow,Hydro 16,Hydro 17,Hydro 18,Hydro 19,Hydro 20,Hydro 21,Hydro 22,Hydro 23,Hydro 24,Hydro 25,Hydro 26,Hydro 27,Hydro 28,Hydro 29,Hydro 30,Hydro 31,Hydro 32,Hydro 33,Hydro 34,Hydro 35,Hydro 36,Hydro 37,Hydro 38,Hydro 39,Hydro 40,Hydro 41,Hydro 42,Hydro 43,Solar 01,Solar 02,Solar 03,Solar 04,Solar 05,Solar 06,Solar 07,Solar 08,Solar 09,Solar 10,Solar 11,Solar 12,Solar 13,Solar 14,Solar 15,Solar 16,Solar 17,Solar 18,Solar 19,Solar 20,Solar 21,Solar 22,Solar 23,Solar 24,Solar 25,Solar 26,Solar 27,Solar 28,Solar 29,Solar 30,Solar 31,Solar 32,Solar 33,Solar 34,Solar 35,Solar 36,Solar 37,Solar 38,Solar 39,Solar 40,Solar 41,Solar 42,Solar 43,Solar 44,Solar 45,Solar 46,Solar 47,Solar 48,Solar 49,Solar 50,Solar 51,Solar 52,Solar 53,Solar 54,Solar 55,Solar 56,Solar 57,Solar 58,Solar 59,Solar 60,Solar 61,Solar 62,Solar 63,Solar 64,Solar 65,Solar 66,Solar 67,Solar 68,Solar 69,Solar 70,Solar 71,Solar 72,Solar 73,Solar 74,Solar 75,Wind 01,Wind 02,Wind 03,Wind 04,Wind 05,Wind 06,Wind 07,Wind 08,Wind 09,Wind 10,Wind 11,Wind 12,Wind 13,Wind 14,Wind 15,Wind 16,Wind 17,bus070_Demand,bus031_Demand,bus048_Demand,bus055_Demand,bus004_Demand,bus104_Demand,bus043_Demand,bus074_Demand,bus017_Demand,bus076_Demand,bus040_Demand,bus064_Demand,bus114_Demand,bus032_Demand,bus054_Demand,bus021_Demand,bus116_Demand,bus091_Demand,bus096_Demand,bus037_Demand,bus016_Demand,bus112_Demand,bus012_Demand,bus022_Demand,bus045_Demand,bus067_Demand,bus009_Demand,bus058_Demand,bus003_Demand,bus051_Demand,bus056_Demand,bus099_Demand,bus100_Demand,bus105_Demand,bus109_Demand,bus110_Demand,bus019_Demand,bus039_Demand,bus084_Demand,bus081_Demand,bus036_Demand,bus089_Demand,bus063_Demand,bus098_Demand,bus046_Demand,bus006_Demand,bus052_Demand,bus065_Demand,bus010_Demand,bus028_Demand,bus073_Demand,bus034_Demand,bus115_Demand,bus068_Demand,bus020_Demand,bus044_Demand,bus072_Demand,bus086_Demand,bus033_Demand,bus079_Demand,bus062_Demand,bus087_Demand,bus001_Demand,bus029_Demand,bus101_Demand,bus102_Demand,bus090_Demand,bus053_Demand,bus013_Demand,bus083_Demand,bus097_Demand,bus041_Demand,bus005_Demand,bus078_Demand,bus093_Demand,bus038_Demand,bus002_Demand,bus103_Demand,bus049_Demand,bus082_Demand,bus094_Demand,bus117_Demand,bus018_Demand,bus023_Demand,bus080_Demand,bus092_Demand,bus015_Demand,bus057_Demand,bus011_Demand,bus108_Demand,bus085_Demand,bus008_Demand,bus075_Demand,bus077_Demand,bus042_Demand,bus024_Demand,bus025_Demand,bus030_Demand,bus088_Demand,bus106_Demand,bus014_Demand,bus047_Demand,bus095_Demand,bus111_Demand,bus061_Demand,bus118_Demand,bus066_Demand,bus069_Demand,bus113_Demand,bus027_Demand,bus071_Demand,bus035_Demand,bus060_Demand,bus007_Demand,bus026_Demand,bus107_Demand,bus050_Demand,bus059_Demand
8413,0.633,0.633,0.587,0.587,0.202,0.285,0.285,0.285,0.285,0.285,0.365,0.365,0.742,0.501,0.501,0.236,0.236,0.236,0.005,0.024,0.024,0.024,0.051,0.051,0.032,0.032,0.032,0.001,0.001,0.236,0.236,0.236,0.029,0.029,0.236,0.038,0.038,0.0,0.0,0.028,0.038,0.038,0.051,0.672,0.681,0.646,0.649,0.636,0.697,0.658,0.649,0.649,0.593,0.65,0.647,0.66,0.649,0.649,0.64,0.649,0.649,0.649,0.593,0.649,0.729,0.657,0.647,0.649,0.647,0.758,0.729,0.729,0.905,0.31,0.743,0.85,0.546,0.666,0.464,0.958,1.0,0.515,0.515,0.515,0.742,0.742,0.742,0.742,0.742,0.742,0.742,0.727,0.507,0.871,0.506,0.871,0.506,0.888,0.887,0.507,0.507,0.0,0.871,0.0,0.528,0.604,0.808,0.499,0.403,0.604,1.0,1.0,0.344,0.418,0.998,1.0,0.988,0.899,0.002,0.0,0.451,0.608,0.0,0.002,0.001,0.0,0.0,0.0,0.001,0.019,0.005,0.023,0.532,0.024,0.363,0.424,0.711,0.424,0.424,0.711,0.511,0.424,0.424,0.711,0.424,0.711,0.424,0.511,0.711,0.424,0.711,0.511,0.511,0.511,0.711,0.711,0.511,0.711,0.711,0.424,0.424,0.711,0.424,0.711,0.424,0.424,0.511,0.511,0.511,0.511,0.511,0.711,0.711,0.424,0.424,0.711,0.424,0.424,0.511,0.424,0.711,0.424,0.424,0.711,0.711,0.424,0.711,0.511,0.424,0.711,0.424,0.424,0.424,0.711,0.424,0.424,0.424,0.711,0.711,0.511,0.511,0.424,0.424,0.711,0.424,0.511,0.711,0.711,0.424,0.511,0.711,0.711,0.511,0.424,0.424,0.511,0.511,0.711,0.711,0.424,0.511,0.711,0.424,0.711,0.511,0.424,0.711,0.424,0.424,0.711,0.711,0.711,0.711,0.424,0.511,0.711,0.424,0.511,0.511,0.424,0.511,0.424,0.424,0.511,0.711,0.424,0.711,0.424,0.711,0.711,0.511,0.424,0.424
8414,0.633,0.633,0.587,0.587,0.202,0.285,0.285,0.285,0.285,0.285,0.365,0.365,0.742,0.501,0.501,0.237,0.237,0.237,0.005,0.025,0.025,0.025,0.051,0.051,0.032,0.032,0.032,0.024,0.024,0.237,0.237,0.237,0.028,0.028,0.237,0.038,0.038,0.0,0.0,0.022,0.038,0.038,0.04,0.636,0.483,0.61,0.597,0.585,0.667,0.605,0.597,0.597,0.524,0.598,0.595,0.607,0.597,0.597,0.625,0.597,0.597,0.597,0.524,0.597,0.646,0.604,0.595,0.596,0.595,0.679,0.646,0.646,0.884,0.418,0.762,0.559,0.881,0.494,0.455,0.518,0.966,0.542,0.542,0.542,0.401,0.401,0.401,0.401,0.401,0.401,0.401,0.393,0.533,0.515,0.533,0.515,0.533,0.736,0.735,0.533,0.533,0.092,0.515,0.0,0.405,0.63,0.843,0.52,0.46,0.63,0.488,0.74,0.269,0.118,0.639,0.92,0.9,0.842,0.004,0.0,0.465,0.592,0.0,0.004,0.002,0.0,0.0,0.0,0.001,0.018,0.007,0.019,0.452,0.017,0.329,0.415,0.714,0.415,0.415,0.714,0.508,0.415,0.415,0.714,0.415,0.714,0.415,0.508,0.714,0.415,0.714,0.508,0.508,0.508,0.714,0.714,0.508,0.714,0.714,0.415,0.415,0.714,0.415,0.714,0.415,0.415,0.508,0.508,0.508,0.508,0.508,0.714,0.714,0.415,0.415,0.714,0.415,0.415,0.508,0.415,0.714,0.415,0.415,0.714,0.714,0.415,0.714,0.508,0.415,0.714,0.415,0.415,0.415,0.714,0.415,0.415,0.415,0.714,0.714,0.508,0.508,0.415,0.415,0.714,0.415,0.508,0.714,0.714,0.415,0.508,0.714,0.714,0.508,0.415,0.415,0.508,0.508,0.714,0.714,0.415,0.508,0.714,0.415,0.714,0.508,0.415,0.714,0.415,0.415,0.714,0.714,0.714,0.714,0.415,0.508,0.714,0.415,0.508,0.508,0.415,0.508,0.415,0.415,0.508,0.714,0.415,0.714,0.415,0.714,0.714,0.508,0.415,0.415
8415,0.633,0.633,0.587,0.587,0.202,0.285,0.285,0.285,0.285,0.285,0.365,0.365,0.742,0.501,0.501,0.241,0.241,0.241,0.005,0.041,0.041,0.041,0.05,0.05,0.033,0.033,0.033,0.025,0.025,0.241,0.241,0.241,0.028,0.028,0.241,0.038,0.038,0.0,0.0,0.022,0.038,0.038,0.039,0.515,0.614,0.485,0.48,0.47,0.56,0.487,0.48,0.48,0.395,0.481,0.479,0.488,0.48,0.48,0.496,0.48,0.48,0.48,0.395,0.48,0.516,0.486,0.479,0.48,0.479,0.547,0.516,0.516,0.701,0.328,0.743,0.741,0.663,0.618,0.248,0.275,0.519,0.51,0.51,0.51,0.213,0.213,0.213,0.213,0.213,0.213,0.213,0.208,0.502,0.365,0.502,0.365,0.501,0.395,0.395,0.502,0.502,0.137,0.365,0.0,0.307,0.714,0.955,0.589,0.508,0.713,0.81,0.772,0.657,0.04,0.739,0.864,0.721,0.712,0.007,0.0,0.467,0.569,0.0,0.006,0.004,0.0,0.0,0.0,0.002,0.019,0.01,0.014,0.361,0.011,0.293,0.408,0.716,0.408,0.408,0.716,0.509,0.408,0.408,0.716,0.408,0.716,0.408,0.509,0.716,0.408,0.716,0.509,0.509,0.509,0.716,0.716,0.509,0.716,0.716,0.408,0.408,0.716,0.408,0.716,0.408,0.408,0.509,0.509,0.509,0.509,0.509,0.716,0.716,0.408,0.408,0.716,0.408,0.408,0.509,0.408,0.716,0.408,0.408,0.716,0.716,0.408,0.716,0.509,0.408,0.716,0.408,0.408,0.408,0.716,0.408,0.408,0.408,0.716,0.716,0.509,0.509,0.408,0.408,0.716,0.408,0.509,0.716,0.716,0.408,0.509,0.716,0.716,0.509,0.408,0.408,0.509,0.509,0.716,0.716,0.408,0.509,0.716,0.408,0.716,0.509,0.408,0.716,0.408,0.408,0.716,0.716,0.716,0.716,0.408,0.509,0.716,0.408,0.509,0.509,0.408,0.509,0.408,0.408,0.509,0.716,0.408,0.716,0.408,0.716,0.716,0.509,0.408,0.408
8416,0.633,0.633,0.587,0.587,0.202,0.285,0.285,0.285,0.285,0.285,0.365,0.365,0.742,0.501,0.501,0.242,0.242,0.242,0.005,0.041,0.041,0.041,0.051,0.051,0.033,0.033,0.033,0.026,0.026,0.242,0.242,0.242,0.03,0.03,0.242,0.038,0.038,0.0,0.0,0.018,0.039,0.039,0.033,0.346,0.402,0.321,0.342,0.334,0.35,0.346,0.341,0.341,0.219,0.342,0.34,0.347,0.341,0.341,0.287,0.341,0.341,0.341,0.219,0.341,0.383,0.346,0.34,0.341,0.34,0.283,0.383,0.383,0.405,0.211,0.488,0.467,0.263,0.486,0.274,0.439,0.094,0.216,0.216,0.216,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.333,0.213,0.117,0.213,0.117,0.213,0.071,0.071,0.213,0.213,0.0,0.117,0.028,0.217,0.409,0.547,0.338,0.142,0.409,0.405,0.497,0.479,0.117,0.456,0.719,0.59,0.504,0.009,0.0,0.458,0.539,0.0,0.008,0.005,0.0,0.0,0.0,0.002,0.02,0.012,0.01,0.27,0.007,0.257,0.404,0.73,0.404,0.404,0.73,0.532,0.404,0.404,0.73,0.404,0.73,0.404,0.532,0.73,0.404,0.73,0.532,0.532,0.532,0.73,0.73,0.532,0.73,0.73,0.404,0.404,0.73,0.404,0.73,0.404,0.404,0.532,0.532,0.532,0.532,0.532,0.73,0.73,0.404,0.404,0.73,0.404,0.404,0.532,0.404,0.73,0.404,0.404,0.73,0.73,0.404,0.73,0.532,0.404,0.73,0.404,0.404,0.404,0.73,0.404,0.404,0.404,0.73,0.73,0.532,0.532,0.404,0.404,0.73,0.404,0.532,0.73,0.73,0.404,0.532,0.73,0.73,0.532,0.404,0.404,0.532,0.532,0.73,0.73,0.404,0.532,0.73,0.404,0.73,0.532,0.404,0.73,0.404,0.404,0.73,0.73,0.73,0.73,0.404,0.532,0.73,0.404,0.532,0.532,0.404,0.532,0.404,0.404,0.532,0.73,0.404,0.73,0.404,0.73,0.73,0.532,0.404,0.404
8417,0.633,0.633,0.587,0.587,0.202,0.285,0.285,0.285,0.285,0.285,0.365,0.365,0.742,0.501,0.501,0.243,0.243,0.243,0.005,0.042,0.042,0.042,0.051,0.051,0.033,0.033,0.033,0.055,0.055,0.243,0.243,0.243,0.03,0.03,0.243,0.038,0.038,0.0,0.0,0.027,0.039,0.039,0.05,0.089,0.122,0.061,0.076,0.074,0.107,0.077,0.076,0.076,0.086,0.076,0.075,0.077,0.076,0.076,0.109,0.076,0.076,0.076,0.086,0.076,0.098,0.077,0.075,0.076,0.075,0.101,0.098,0.098,0.154,0.024,0.201,0.198,0.146,0.283,0.048,0.044,0.076,0.026,0.026,0.026,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.033,0.026,0.0,0.026,0.0,0.026,0.058,0.058,0.026,0.026,0.003,0.0,0.001,0.097,0.225,0.301,0.186,0.143,0.225,0.047,0.171,0.292,0.033,0.028,0.092,0.124,0.103,0.011,0.0,0.439,0.503,0.0,0.011,0.006,0.0,0.0,0.0,0.002,0.021,0.015,0.007,0.191,0.005,0.225,0.419,0.773,0.419,0.419,0.773,0.607,0.419,0.419,0.773,0.419,0.773,0.419,0.607,0.773,0.419,0.773,0.607,0.607,0.607,0.773,0.773,0.607,0.773,0.773,0.419,0.419,0.773,0.419,0.773,0.419,0.419,0.607,0.607,0.607,0.607,0.607,0.773,0.773,0.419,0.419,0.773,0.419,0.419,0.607,0.419,0.773,0.419,0.419,0.773,0.773,0.419,0.773,0.607,0.419,0.773,0.419,0.419,0.419,0.773,0.419,0.419,0.419,0.773,0.773,0.607,0.607,0.419,0.419,0.773,0.419,0.607,0.773,0.773,0.419,0.607,0.773,0.773,0.607,0.419,0.419,0.607,0.607,0.773,0.773,0.419,0.607,0.773,0.419,0.773,0.607,0.419,0.773,0.419,0.419,0.773,0.773,0.773,0.773,0.419,0.607,0.773,0.419,0.607,0.607,0.419,0.607,0.419,0.419,0.607,0.773,0.419,0.773,0.419,0.773,0.773,0.607,0.419,0.419
8418,0.633,0.633,0.587,0.587,0.202,0.285,0.285,0.285,0.285,0.285,0.365,0.365,0.742,0.501,0.501,0.242,0.242,0.242,0.006,0.042,0.042,0.042,0.05,0.05,0.033,0.033,0.033,0.055,0.055,0.242,0.242,0.242,0.031,0.031,0.242,0.038,0.038,0.0,0.0,0.05,0.04,0.04,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.41,0.462,0.001,0.013,0.006,0.001,0.001,0.001,0.003,0.023,0.017,0.005,0.134,0.009,0.197,0.484,0.807,0.484,0.484,0.807,0.636,0.484,0.484,0.807,0.484,0.807,0.484,0.636,0.807,0.484,0.807,0.636,0.636,0.636,0.807,0.807,0.636,0.807,0.807,0.484,0.484,0.807,0.484,0.807,0.484,0.484,0.636,0.636,0.636,0.636,0.636,0.807,0.807,0.484,0.484,0.807,0.484,0.484,0.636,0.484,0.807,0.484,0.484,0.807,0.807,0.484,0.807,0.636,0.484,0.807,0.484,0.484,0.484,0.807,0.484,0.484,0.484,0.807,0.807,0.636,0.636,0.484,0.484,0.807,0.484,0.636,0.807,0.807,0.484,0.636,0.807,0.807,0.636,0.484,0.484,0.636,0.636,0.807,0.807,0.484,0.636,0.807,0.484,0.807,0.636,0.484,0.807,0.484,0.484,0.807,0.807,0.807,0.807,0.484,0.636,0.807,0.484,0.636,0.636,0.484,0.636,0.484,0.484,0.636,0.807,0.484,0.807,0.484,0.807,0.807,0.636,0.484,0.484
8419,0.633,0.633,0.587,0.587,0.202,0.285,0.285,0.285,0.285,0.285,0.365,0.365,0.742,0.501,0.501,0.241,0.241,0.241,0.006,0.042,0.042,0.042,0.05,0.05,0.033,0.033,0.033,0.026,0.026,0.241,0.241,0.241,0.031,0.031,0.241,0.038,0.038,0.0,0.0,0.057,0.04,0.04,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.373,0.417,0.002,0.014,0.006,0.002,0.002,0.002,0.002,0.024,0.018,0.006,0.105,0.016,0.177,0.48,0.786,0.48,0.48,0.786,0.618,0.48,0.48,0.786,0.48,0.786,0.48,0.618,0.786,0.48,0.786,0.618,0.618,0.618,0.786,0.786,0.618,0.786,0.786,0.48,0.48,0.786,0.48,0.786,0.48,0.48,0.618,0.618,0.618,0.618,0.618,0.786,0.786,0.48,0.48,0.786,0.48,0.48,0.618,0.48,0.786,0.48,0.48,0.786,0.786,0.48,0.786,0.618,0.48,0.786,0.48,0.48,0.48,0.786,0.48,0.48,0.48,0.786,0.786,0.618,0.618,0.48,0.48,0.786,0.48,0.618,0.786,0.786,0.48,0.618,0.786,0.786,0.618,0.48,0.48,0.618,0.618,0.786,0.786,0.48,0.618,0.786,0.48,0.786,0.618,0.48,0.786,0.48,0.48,0.786,0.786,0.786,0.786,0.48,0.618,0.786,0.48,0.618,0.618,0.48,0.618,0.48,0.48,0.618,0.786,0.48,0.786,0.48,0.786,0.786,0.618,0.48,0.48
8420,0.633,0.633,0.587,0.587,0.202,0.285,0.285,0.285,0.285,0.285,0.365,0.365,0.742,0.501,0.501,0.246,0.246,0.246,0.006,0.041,0.041,0.041,0.049,0.049,0.034,0.034,0.034,0.024,0.024,0.246,0.246,0.246,0.029,0.029,0.246,0.038,0.038,0.0,0.0,0.052,0.04,0.04,0.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.335,0.375,0.003,0.015,0.005,0.003,0.003,0.003,0.002,0.024,0.018,0.006,0.092,0.023,0.16,0.461,0.76,0.461,0.461,0.76,0.592,0.461,0.461,0.76,0.461,0.76,0.461,0.592,0.76,0.461,0.76,0.592,0.592,0.592,0.76,0.76,0.592,0.76,0.76,0.461,0.461,0.76,0.461,0.76,0.461,0.461,0.592,0.592,0.592,0.592,0.592,0.76,0.76,0.461,0.461,0.76,0.461,0.461,0.592,0.461,0.76,0.461,0.461,0.76,0.76,0.461,0.76,0.592,0.461,0.76,0.461,0.461,0.461,0.76,0.461,0.461,0.461,0.76,0.76,0.592,0.592,0.461,0.461,0.76,0.461,0.592,0.76,0.76,0.461,0.592,0.76,0.76,0.592,0.461,0.461,0.592,0.592,0.76,0.76,0.461,0.592,0.76,0.461,0.76,0.592,0.461,0.76,0.461,0.461,0.76,0.76,0.76,0.76,0.461,0.592,0.76,0.461,0.592,0.592,0.461,0.592,0.461,0.461,0.592,0.76,0.461,0.76,0.461,0.76,0.76,0.592,0.461,0.461
8421,0.633,0.633,0.587,0.587,0.202,0.285,0.285,0.285,0.285,0.285,0.365,0.365,0.742,0.501,0.501,0.246,0.246,0.246,0.005,0.027,0.027,0.027,0.047,0.047,0.034,0.034,0.034,0.024,0.024,0.246,0.246,0.246,0.001,0.001,0.246,0.038,0.038,0.0,0.0,0.043,0.04,0.04,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.302,0.338,0.004,0.015,0.005,0.004,0.004,0.004,0.002,0.023,0.018,0.007,0.082,0.027,0.146,0.446,0.73,0.446,0.446,0.73,0.56,0.446,0.446,0.73,0.446,0.73,0.446,0.56,0.73,0.446,0.73,0.56,0.56,0.56,0.73,0.73,0.56,0.73,0.73,0.446,0.446,0.73,0.446,0.73,0.446,0.446,0.56,0.56,0.56,0.56,0.56,0.73,0.73,0.446,0.446,0.73,0.446,0.446,0.56,0.446,0.73,0.446,0.446,0.73,0.73,0.446,0.73,0.56,0.446,0.73,0.446,0.446,0.446,0.73,0.446,0.446,0.446,0.73,0.73,0.56,0.56,0.446,0.446,0.73,0.446,0.56,0.73,0.73,0.446,0.56,0.73,0.73,0.56,0.446,0.446,0.56,0.56,0.73,0.73,0.446,0.56,0.73,0.446,0.73,0.56,0.446,0.73,0.446,0.446,0.73,0.73,0.73,0.73,0.446,0.56,0.73,0.446,0.56,0.56,0.446,0.56,0.446,0.446,0.56,0.73,0.446,0.73,0.446,0.73,0.73,0.56,0.446,0.446
8422,0.633,0.633,0.587,0.587,0.202,0.285,0.285,0.285,0.285,0.285,0.365,0.365,0.742,0.501,0.501,0.245,0.245,0.245,0.005,0.026,0.026,0.026,0.002,0.002,0.033,0.033,0.033,0.024,0.024,0.245,0.245,0.245,0.0,0.0,0.245,0.038,0.038,0.0,0.0,0.041,0.04,0.04,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.276,0.308,0.004,0.015,0.005,0.004,0.004,0.004,0.002,0.021,0.018,0.011,0.074,0.031,0.132,0.428,0.708,0.428,0.428,0.708,0.519,0.428,0.428,0.708,0.428,0.708,0.428,0.519,0.708,0.428,0.708,0.519,0.519,0.519,0.708,0.708,0.519,0.708,0.708,0.428,0.428,0.708,0.428,0.708,0.428,0.428,0.519,0.519,0.519,0.519,0.519,0.708,0.708,0.428,0.428,0.708,0.428,0.428,0.519,0.428,0.708,0.428,0.428,0.708,0.708,0.428,0.708,0.519,0.428,0.708,0.428,0.428,0.428,0.708,0.428,0.428,0.428,0.708,0.708,0.519,0.519,0.428,0.428,0.708,0.428,0.519,0.708,0.708,0.428,0.519,0.708,0.708,0.519,0.428,0.428,0.519,0.519,0.708,0.708,0.428,0.519,0.708,0.428,0.708,0.519,0.428,0.708,0.428,0.428,0.708,0.708,0.708,0.708,0.428,0.519,0.708,0.428,0.519,0.519,0.428,0.519,0.428,0.428,0.519,0.708,0.428,0.708,0.428,0.708,0.708,0.519,0.428,0.428
8423,0.633,0.633,0.587,0.587,0.202,0.285,0.285,0.285,0.285,0.285,0.365,0.365,0.742,0.501,0.501,0.248,0.248,0.248,0.005,0.026,0.026,0.026,0.0,0.0,0.034,0.034,0.034,0.023,0.023,0.248,0.248,0.248,0.0,0.0,0.248,0.038,0.038,0.0,0.0,0.03,0.04,0.04,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.238,0.266,0.004,0.015,0.005,0.004,0.004,0.004,0.002,0.019,0.017,0.016,0.06,0.038,0.113,0.408,0.673,0.408,0.408,0.673,0.48,0.408,0.408,0.673,0.408,0.673,0.408,0.48,0.673,0.408,0.673,0.48,0.48,0.48,0.673,0.673,0.48,0.673,0.673,0.408,0.408,0.673,0.408,0.673,0.408,0.408,0.48,0.48,0.48,0.48,0.48,0.673,0.673,0.408,0.408,0.673,0.408,0.408,0.48,0.408,0.673,0.408,0.408,0.673,0.673,0.408,0.673,0.48,0.408,0.673,0.408,0.408,0.408,0.673,0.408,0.408,0.408,0.673,0.673,0.48,0.48,0.408,0.408,0.673,0.408,0.48,0.673,0.673,0.408,0.48,0.673,0.673,0.48,0.408,0.408,0.48,0.48,0.673,0.673,0.408,0.48,0.673,0.408,0.673,0.48,0.408,0.673,0.408,0.408,0.673,0.673,0.673,0.673,0.408,0.48,0.673,0.408,0.48,0.48,0.408,0.48,0.408,0.408,0.48,0.673,0.408,0.673,0.408,0.673,0.673,0.48,0.408,0.408
